Name,Mobile,address,Shift,type,Joined,City,state,rating,reviews,open_now,lat,lng,status,website
"Sumita's Photography Candid wedding photographer Gurgaon and NCR","099716 66232","Plot No. 85, Block, C, Sohna Rd, Rosewood City, South City II, Sector 49, Gurugram, Haryana 122018, India","DAY","Third Party","","Delhi","Delhi","4.6","330","true","28.40763","77.054389","OPERATIONAL",""
"Band Baza Barat The Wedding Palace","","1/2, Rajender Nagar, Sector 2, Rajendra Nagar, Sahibabad, Ghaziabad, Uttar Pradesh 201005, India","DAY","Third Party","","Delhi","Delhi","3.9","102","true","28.6900176","77.3483108","OPERATIONAL","https://instagram.com/band_baza_barat?igshid=MDM4ZDc5MmU="
"PartyVillas.in - Villas & Farmhouses for Party and Wedding Functions","088600 38373","A-247 Fragrance Tower, Block C, Adarsh Nagar, New Delhi, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.8","159","true","28.7191211","77.1734985","OPERATIONAL","https://www.partyvillas.in/"
"The Dreams Wedding by Gaurav Kapoor- Best Wedding & Pre Wedding Photographers in Delhi NCR | Wedding Photography Experts","098992 04738","Second Floor, A-1, Hudson Lane, Mall Rd, near Nirankari Jewellers, GTB Nagar, Delhi, 110009, India","DAY","Third Party","","Delhi","Delhi","5","53","true","28.6965165","77.20448979999999","OPERATIONAL","http://www.thedreamswedding.in/"
"WeddingWire India","099105 02284","A, 5th Floor, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India","DAY","Third Party","","Delhi","Delhi","3.5","99","true","28.4811011","77.103749","OPERATIONAL","http://www.weddingwire.in/"
"Omraj Wedding Venue","097188 27506","Avantika Colony, Govindpuram, Ghaziabad, Uttar Pradesh 201013, India","DAY","Third Party","","Delhi","Delhi","3.9","105","true","28.6779043","77.493963","OPERATIONAL",""
"Wedding Wale (weddingwale.in) Destination Wedding Planner in Delhi","098739 40166","H 246, Ramakrishna Apartments, 29, I.P.Extension, Patparganj, New Delhi, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","4.9","15","true","28.6364164","77.3001999","OPERATIONAL","https://weddingwale.in/"
"Chandra Mohan Wedding Lawn","092118 19144","Sushant Vihar, Ibrahimpur, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4","108","true","28.7771201","77.1707921","OPERATIONAL",""
"Rajesh Collections (A Complete Wedding Store )- Pagdi store || Safa Tying ||Wedding Accessories||Best safa for groom ||","096549 07817","I-38, BLOCK I, Central Market, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India","DAY","Third Party","","Delhi","Delhi","4.9","466","true","28.5699583","77.2427276","OPERATIONAL","https://g.co/kgs/n5zvdg"
"Wedding saree wala By wedding sarees India Pvt Ltd","093101 74265","1st Floor, 56, Chandni Chowk Rd, near Paranthe Wali Gali, Sis Ganj Guru Dwara, Chandni Chowk, Delhi, 110006, India","DAY","Third Party","","Delhi","Delhi","4.6","135","true","28.6561944","77.2302991","OPERATIONAL","http://weddingsareeswala.in/"
"ShaadiSaga","","212, 2nd Floor, NCBA Building,. Dilip Singh Chowk, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049, India","DAY","Third Party","","Delhi","Delhi","3.7","245","true","28.5491641","77.2138569","OPERATIONAL","https://www.shaadisaga.com/"
"Blend Butter Weddings- Destination Wedding Organizer","","House No. 15, 754-B, near Chaudhary Dairy, Block C, Ganesh Nagar II, Shakarpur Khas, New Delhi, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","5","6","true","28.6274493","77.2828969","OPERATIONAL","https://blendbutterweddings.com/"
"Aman wedding celleton","084596 68421","H.no 3. Gli.no.1 mata mandir neyar gonda .cok, Brahampuri Rd, Ghonda, Delhi, 110053, India","DAY","Third Party","","Delhi","Delhi","4.9","95","true","28.6876528","77.2702183","OPERATIONAL",""
"Pulse Wedding Planner Pvt Ltd","011 4545 8885","6 41, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi, 110060, India","DAY","Third Party","","Delhi","Delhi","4.3","6","true","28.6396299","77.1797893","OPERATIONAL","https://pulseeventsindia.com/"
"Bespoke By Sumit Grover - Mens Wear - Wedding & Ethnic Mens wear","099100 49839","I-2, Veer Savarkar Marg, opposite Aggarwal sweet, Block I, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024, India","DAY","Third Party","","Delhi","Delhi","4.5","92","true","28.5691986","77.2438042","OPERATIONAL",""
"All About Wedding","099103 22543","D3/3, First Floor, Sector 14, B Block, Noida, Uttar Pradesh 201301, India","DAY","Third Party","","Delhi","Delhi","5","66","","28.586731","77.3073213","OPERATIONAL","https://allaboutwedding.in/"
"Wedding Bellz","098111 12555","Jharsa, Sector 39, Gurugram, Haryana 122003, India","DAY","Third Party","","Delhi","Delhi","4.3","561","true","28.446915","77.0486667","OPERATIONAL","https://www.aggarwaltentsajawat.com/"
"3T Studios - Premium Wedding Photo Studio in Noida | Pre wedding shoot","084479 30489","Office No. OC-931, 9th Floor, Gaur City Center, Gaur City 1, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201318, India","DAY","Third Party","","Delhi","Delhi","4.9","451","true","28.6052946","77.4278388","OPERATIONAL","https://3tstudios.in/"
"Wedding Bells","093100 94167","Durga Shakti Marg, Rasoolpur Nawada, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309, India","DAY","Third Party","","Delhi","Delhi","3.8","24","true","28.6185331","77.3709099","OPERATIONAL",""
"Shubh Muhurat Luxury Weddings Planner in Delhi","097174 30005","Novotel Pullman 5th Floor, Caddie Commercial Tower, Aerocity, New Delhi, Delhi 110037, India","DAY","Third Party","","Delhi","Delhi","4.8","60","true","28.5533116","77.1239497","OPERATIONAL","https://www.smlwindia.com/"
"SHAMIIYNAS - BEST WEDDING PLANNER IN DELHI NCR","098110 97960","5A/24 N.I.T, near police station, Block A, New Industrial Twp 5, New Industrial Township, Faridabad, Haryana 121001, India","DAY","Third Party","","Delhi","Delhi","5","24","true","28.4051183","77.30468239999999","OPERATIONAL","https://www.weddingwire.in/wedding-planners/the-shamianas--e372352"
"Weddings by Pixels","097117 15766","3rd Floor, B-59/1, Block B, Naraina Industrial Area Phase 2, Naraina, New Delhi, Delhi, 110028, India","DAY","Third Party","","Delhi","Delhi","5","21","true","28.6459703","77.1463795","OPERATIONAL","http://www.pixelsphotographyandevents.com/"
"Evolve Weddings","098991 16926","New Patel Nagar, Shadipur, New Delhi, Delhi, 110008, India","DAY","Third Party","","Delhi","Delhi","4.5","13","true","28.6516083","77.15440480000001","OPERATIONAL","http://evolveworld.com/"
"Wedding Rose - A Unit of Kritika Wedding-n-Entertainment","098102 71007","DB-Block-8, Ground Floor, Shopping Centre-II, G-8, Block DB, Maya Enclave, Hari Nagar, New Delhi, Delhi, 110064, India","DAY","Third Party","","Delhi","Delhi","4.4","41","true","28.6212197","77.10744489999999","OPERATIONAL",""
"Mangalam Weddings","098719 68813","3A-45, Ground Floor, Block A, Sector 3, Vaishali, Ghaziabad, Uttar Pradesh 201019, India","DAY","Third Party","","Delhi","Delhi","4.9","31","true","28.6399121","77.3371312","OPERATIONAL","http://www.themangalamweddings.in/"
"The Palace Greens, North Delhi","099909 03360","The Palace Greens, GT Karnal Rd, opposite shani mandir, Alipur, Delhi, 110036, India","DAY","Third Party","","Delhi","Delhi","4.7","236","true","28.8023222","77.1437246","OPERATIONAL",""
"Yellow Wedding Co.","099717 83925","U 322, Chirag Dilli, New Delhi, Delhi 110017, India","DAY","Third Party","","Delhi","Delhi","5","7","true","28.5364398","77.2269585","OPERATIONAL",""
"Vishakha Collections - Wedding Invitation Cards","078388 67525","3651, Gali Lohe Wali, Chawri Bazar, Chandni Chowk, Delhi, 110006, India","DAY","Third Party","","Delhi","Delhi","4.6","299","true","28.6505678","77.22868439999999","OPERATIONAL","https://www.vishakhacollections.com/"
"Your Wedding Dreams","096252 84323","14, Tomar Colony, near shani mandir, Ajit Vihar, Block A, Burari Garhi, Burari, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4.9","20","true","28.7512009","77.1954052","OPERATIONAL","https://yourweddingdreams.com/"
"Watercrest | Venue Luxe (A Splendora Brand)","092898 89664","SD Marg, 2, Kalkaji Road, Shambhu Dayal Bagh, Kalkaji, New Delhi, Delhi 110020, India","DAY","Third Party","","Delhi","Delhi","4.5","81","true","28.5548474","77.2649102","OPERATIONAL","https://watercrest.in/"
"The Green Meadows-Luxury wedding venue","","The green meadows, Suraj Kund Rd, opposite Siddharta Ashram, Asola Wild Life Sanctuary, Asola, Faridabad, New Delhi, Delhi 110044, India","DAY","Third Party","","Delhi","Delhi","","","true","28.4970416","77.2670685","OPERATIONAL",""
"28 The Mall","","Mall Road, 28, Parade Rd, Delhi Cantonment, New Delhi, Delhi 110010, India","DAY","Third Party","","Delhi","Delhi","4.4","1465","","28.5841511","77.1349867","OPERATIONAL",""
"POLO LUXURIOUS DESTINATION","","F block, Pushpanjali, NH8, Dwarka Link Rd, opp. Shiv Murti, near Indira Gandhi International Airport, Dwarka, New Delhi, Delhi, 110061, India","DAY","Third Party","","Delhi","Delhi","4.3","831","true","28.5435215","77.0650749","OPERATIONAL","http://www.pololuxuriousdestination.com/"
"Sawariya Seth Tent And Decorators","088002 30528","JAPANESE PARK, Sector 10, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.9","4805","true","28.7294159","77.11900229999999","OPERATIONAL","https://saawariyaseth.com/"
"Raga (Vilasa) by FNP Venues","078278 12345","Rao Matadin Yadav Marg, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.4","586","true","28.5249","77.09308419999999","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-rajokri/raga/"
"The Kundan by FNP Venues","085879 51313","Kapashera Estate Rd, Opp Ashok Country Resort, D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India","DAY","Third Party","","Delhi","Delhi","4.4","1172","true","28.5241041","77.0924964","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-rajokri/the-kundan/"
"The Ryan Farm – Best Wedding Organiser in Kapashera for Luxury Wedding Venues & Farmhouse, New Delhi","098111 24825","Khasra No 12, 12, Old Delhi Gurugram Rd, near Dwarka, Besides, Kapas Hera, New Delhi, Delhi 110037, India","DAY","Third Party","","Delhi","Delhi","4.1","358","true","28.5268828","77.0856208","OPERATIONAL","https://tentandtulip.com/"
"The Ritz by FNP Venues","078278 12345","Ambience Golf Drive, NH - 8, behind the leela Hotel, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India","DAY","Third Party","","Delhi","Delhi","4.5","1677","true","28.4995316","77.1087127","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-gurgaon/the-ritz/"
"Pavilion by FNP Venues","078278 12345","Block C, Chhatarpur Extension, Chhatarpur, New Delhi, Delhi 110074, India","DAY","Third Party","","Delhi","Delhi","4.4","1198","true","28.4898228","77.18470909999999","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-chattarpur/pavilion/"
"Manaktala Farms by Ambria","088001 63444","Main Rd, adjacent to BP Petrol Pump, Kapas Hera Extension, Kapas Hera, New Delhi, Delhi, 110097, India","DAY","Third Party","","Delhi","Delhi","4.5","1535","true","28.5304642","77.0807882","OPERATIONAL","https://www.getyourvenue.com/venue/manaktala-farm-wedding-venues-in-nh8-pushpanjali-south-delhi/"
"Swastik Luxury Wedding Venue Bijwasan, Delhi","072910 91157","G3H9+9WW Wedding Venue, Main Rd, Kapas Hera Extension, Palam Farms, New Delhi, Delhi, 110061, India","DAY","Third Party","","Delhi","Delhi","4.3","469","true","28.5284971","77.0698359","OPERATIONAL","http://touchwood.in/"
"Ambria Pushpanjali","088263 99444","F-20, Dwarka Link Rd, Samalka, New Delhi, Delhi, 110061, India","DAY","Third Party","","Delhi","Delhi","4.4","2031","true","28.5424188","77.07191949999999","OPERATIONAL","https://www.ambria.in/?utm_source=google-gmb&utm_medium=gmb&utm_campaign=ambria-gmb"
"Tivoli Bijwasan-Luxury Wedding Venue & Resort","084482 99929","74B, Main Rd, opp. Petrol Pump, Kapashera Extn, Pushpanjali Farms, New Delhi, Delhi, 110061, India","DAY","Third Party","","Delhi","Delhi","4.5","804","true","28.5315661","77.0639922","OPERATIONAL","https://thetivolihotels.com/hotel/tivoli-bijwasan"
"The Upper HSE by Tivoli-Luxury Wedding Venue in South Delhi","084482 99930","Farm No.1, Sultanpur Estate, Mandi Rd, Westend DLF Chattarpur Farms, DLF Farms, New Delhi, Delhi 110030, India","DAY","Third Party","","Delhi","Delhi","4.7","275","","28.4914421","77.1632989","OPERATIONAL","https://thetivolihotels.com/hotel/upper-hse-sultanpur"
"Dahabi Venue Delhi Airport","081304 92353","Ground Floor, Right Portion, K-17, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India","DAY","Third Party","","Delhi","Delhi","4.7","136","","28.5442261","77.1270311","OPERATIONAL","https://dahabihotels.com/our-hotels/dahabi-venue/"
"The Grandreams Luxury Venues","","J4JG+5QP, A-29,30, Satguru Ram Singh Rd, Phase -1, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi, 110064, India","DAY","Third Party","","Delhi","Delhi","4.4","6784","true","28.6319971","77.1260781","OPERATIONAL","http://www.thegrandreams.com/"
"The Spotlight Venue Subhash Nagar","087005 38546","5B/14, Tilak Nagar, Road, near Subhash Nagar Metro Station, Central Market, Tilak Nagar, New Delhi, Delhi, 110018, India","DAY","Third Party","","Delhi","Delhi","5","28","true","28.6400029","77.1031136","OPERATIONAL","https://thespotlightvenue.in/"
"The Venue Banqueting By SK","092899 25911","Near, Atul Kataria Chowk, opposite Airforce Station, Gurugram, Haryana 122015, India","DAY","Third Party","","Delhi","Delhi","4.6","212","true","28.4876311","77.0544484","OPERATIONAL","https://www.instagram.com/thevenuebysk/"
"The Dream Venue","","C9G8+7GX, Sector 89, Faridabad, Haryana 121014, India","DAY","Third Party","","Delhi","Delhi","4.3","47","true","28.4257489","77.36636639999999","OPERATIONAL",""
"The Spotlight Venue - Rohini","087005 38546","H19/1, Pocket 19, Sector 7, Rohini, New Delhi, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.9","473","true","28.7129299","77.1155153","OPERATIONAL","https://thespotlightvenue.in/"
"Community Center Sec 50 Noida and Saptarshi Puja venue","097177 44901","E-6, E Block, Sector 50, Noida, Uttar Pradesh 201303, India","DAY","Third Party","","Delhi","Delhi","4","609","true","28.5737845","77.36761419999999","OPERATIONAL",""
"Chhatarpur Central by FNP Venues","078278 12345","A-35, Chattarpur, Satbari, Main Chhatarpur Rd, Ansal Villas, Chhatarpur, New Delhi, Delhi 110074, India","DAY","Third Party","","Delhi","Delhi","4.2","1309","true","28.4809834","77.1870228","OPERATIONAL","https://www.fnpvenues.com/wedding-venues-chattarpur/chhatarpur-central/"
"J3S","092666 69016","Outer Ring Rd, Block BU, Ranikhet, Pitampura, New Delhi, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","4.2","1941","true","28.71862569999999","77.14029239999999","OPERATIONAL",""
"Grand Elysium","098110 90706","Plot 22, Suraj Vihar, Dwarka, Delhi, 110078, India","DAY","Third Party","","Delhi","Delhi","4","1094","true","28.6116176","77.0332765","OPERATIONAL",""
"Venue Look","084708 04805","D-188, 2nd Floor, D Block, Sector 10, Noida, Uttar Pradesh 201301, India","DAY","Third Party","","Delhi","Delhi","4.2","99","true","28.591671","77.33352","OPERATIONAL","https://www.venuelook.com/"
"Wupi Trampoline & Amusement Park Gurgaon - Kids Birthday Party Venue","090570 09067","Flat location, adjoining Ireo, Sector 58, Gurugram, Haryana 122018, India","DAY","Third Party","","Delhi","Delhi","4.7","650","true","28.4127436","77.11436069999999","OPERATIONAL","https://www.wupiindia.com/"
"Frolic Farms & Banquets","096437 17072","sector-73 near prateek laurel society, Sarfabad, Sector 73, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4.2","1721","true","28.587336","77.39241","OPERATIONAL",""
"Moon Cloud Banquet- Wedding Venue in Noida","099533 09533","near felix Hospital, Sector 75, Noida, Uttar Pradesh 201301, India","DAY","Third Party","","Delhi","Delhi","4.2","234","true","28.5776051","77.3846227","OPERATIONAL","https://www.mooncloudbanquet.in/"
"The Jewels - Wedding Venue & Banquet Hall","099109 96351","Near Atul Katariya Chowk, Sheetla Mata Rd, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","4.6","168","true","28.4807613","77.0425044","OPERATIONAL","https://www.gnhhotels.com/"
"Royal Venue By Floriana","072105 60612","B-48, GT Karnal Rd, opposite Derawal Nagar, Industrial Area, GT Karnal Road Industrial Area, Ashok Vihar, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","3.8","889","true","28.6953203","77.1867968","OPERATIONAL",""
"YellowTree - Best Banquet, Party, Wedding Venue and Events Halls near North-East Delhi","097182 80800","SLF Ved Vihar, Ankur Vihar, DLF Ankur Vihar, Ghaziabad, Uttar Pradesh 201102, India","DAY","Third Party","","Delhi","Delhi","4.6","55","true","28.7430979","77.2630713","OPERATIONAL","https://yellowtreefarms.com/"
"Aureva Farm - Wedding Farmhouse, Wedding Venue in Gurgaon","098212 00551","Kadarpur Rd, Kadarpur Road, Sector-63A, Gurugram, Kadarpur, Haryana 122098, India","DAY","Third Party","","Delhi","Delhi","4.7","273","true","28.3939797","77.104934","OPERATIONAL","https://www.aurevafarm.co.in/luxury-farmhouse"
"Venue.Events","098111 54621","D.D.A, Triveni Commercial Complex, G-34, Sheikh Sarai Phase 1, Sheikh Sarai, New Delhi, Delhi 110017, India","DAY","Third Party","","Delhi","Delhi","4.3","8","true","28.5364054","77.22372000000001","OPERATIONAL","https://www.venue.events/"
"The Gajraj Venue","","M2XW+XHV, Naraina Vihar, Shish Mahal Enclave, Agar Nagar, Delhi, 110086, India","DAY","Third Party","","Delhi","Delhi","5","2","","28.6999903","77.0464277","OPERATIONAL",""
"Golden Heritage Wedding venue Sahibabad Ghaziabad","099901 84100","Prakash Industrial Estate, Raj Bagh, Sahibabad, Ghaziabad, Uttar Pradesh 201005, India","DAY","Third Party","","Delhi","Delhi","4.3","143","true","28.6769588","77.3488418","OPERATIONAL",""
"Hotel Mukut Regency – Banquet Hall & Wedding Venue","095827 51602","Plot no. CC1, Sector 13, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India","DAY","Third Party","","Delhi","Delhi","3.9","2306","true","28.65465529999999","77.3633171","OPERATIONAL","http://hotelmukutregency.com/"
"Anantaaram Farms and Banquets","099908 63131","Palra Rd, near Tulip Chowk, Sector 68, Nurpur, Gurugram, Haryana 122101, India","DAY","Third Party","","Delhi","Delhi","4.6","259","true","28.3827306","77.0347755","OPERATIONAL","http://www.vedantarafarms.com/"
"ALLLURE RAAKESH FARMS","","Chattarpur Mandir Rd, opposite Mallu FARM, Ansal Villas, Satbari, New Delhi, Delhi, 110074, India","DAY","Third Party","","Delhi","Delhi","4.3","192","true","28.4752544","77.1879091","OPERATIONAL","http://www.raakeshfarms.com/"
"Wedding venue","","Sikanderpur Rd, near Hindon civil terminal, Ashok Vatika, Sahibabad, Ghaziabad, Uttar Pradesh 201006, India","DAY","Third Party","","Delhi","Delhi","3.8","17","true","28.6992241","77.343204","OPERATIONAL",""
"Fitness Venue","089606 91047","2nd floor, opposite Emaar Premier floors & Worldmark, Sector 65, Gurugram, Haryana 122018, India","DAY","Third Party","","Delhi","Delhi","4.8","21","true","28.3979211","77.07060849999999","OPERATIONAL",""
"RADHA KRISHAN GARDEN , PARTY VENUE","","JW3M+PGM, Najafgarh Dhansa Rd, Mitraon, Surhera, Delhi, 110043, India","DAY","Third Party","","Delhi","Delhi","4","108","","28.6043347","76.9337877","OPERATIONAL",""
"Jogindra Palace - Wedding Venue in Sabhapur Road","","Vijay Vihar, Under Pass, Road, near Police Chowki, Chaman Vihar, Sabhapur, Delhi, Ghaziabad, Delhi 110094, India","DAY","Third Party","","Delhi","Delhi","4.4","20","true","28.743682","77.2605757","OPERATIONAL",""
"The pickleball Venue","","peturam pratha wala, Ardee City Gate Number 2 Rd, Housing Board Colony, Wazirabad, Sector 52, Gurugram, Haryana 122003, India","DAY","Third Party","","Delhi","Delhi","4.4","12","true","28.4412892","77.0822002","OPERATIONAL",""
"Star venue & party lawn","","Sohna Rd, Dhumaspur, Gurugram, Haryana 122101, India","DAY","Third Party","","Delhi","Delhi","5","47","true","28.3775778","77.0725756","OPERATIONAL",""
"DEVAM GREENS","085953 44688","Faridabad - Gurgaon Rd, Baliawas, Gurugram, Bandhwari, Haryana 122101, India","DAY","Third Party","","Delhi","Delhi","4.3","119","true","28.4266059","77.1441564","OPERATIONAL","http://www.primerosevenues.in/"
"Diwan Palace Banquet Hall & Wedding Venue – Dwarka Sector 23","070110 67237","Pochanpur Village, opp. Rama Krishna Apartment, Major Bhola Nath Colony, Bhola Ram Enclave, Sector 23, Dwarka, Delhi, 110077, India","DAY","Third Party","","Delhi","Delhi","4.3","62","true","28.5622965","77.0504941","OPERATIONAL","https://diwanpalace.com/"
"Dwarka palace. banquet hall wedding venue party hall","072178 11806","C65, Indrapuri Rd, C Block, Block C, Indrapuri Colony, Loni, Ghaziabad, Uttar Pradesh 201102, India","DAY","Third Party","","Delhi","Delhi","4.4","204","true","28.7350268","77.2873542","OPERATIONAL",""
"The Venue by SK","","The Venue by SK, GC-07/GH-01, 7th Ave, Gaur City 1, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201318, India","DAY","Third Party","","Delhi","Delhi","4.3","74","","28.6089196","77.4282257","OPERATIONAL","http://thevenuebysk.com/"
"Notting Hills","099109 96350","Old Delhi Gurugram Rd, opposite Pasco Automobiles, Sector 18, Gurugram, Haryana 122015, India","DAY","Third Party","","Delhi","Delhi","4.2","522","true","28.4901563","77.0560643","OPERATIONAL","http://www.gnhhotels.com/"
"SS Banquet","078387 64110","Sunview Rd, Shramik Kunj, Sector 66, Noida, Uttar Pradesh 201309, India","DAY","Third Party","","Delhi","Delhi","3.7","48","true","28.6094576","77.3771115","OPERATIONAL",""
"WOW VENUE","092508 12008","E-124/A Vishwakarma Colony Pul Pehladpur, Mehrauli - Badarpur Rd, Block A, Vishwakarma Colony, Badarpur, New Delhi, Delhi 110044, India","DAY","Third Party","","Delhi","Delhi","4.8","25","true","28.5018927","77.2871757","OPERATIONAL",""
"Dream Venue Banquet Hall Gurgaon","093559 42577","87P, Sector 43, Gurugram, Haryana 122009, India","DAY","Third Party","","Delhi","Delhi","5","16","","28.462036","77.092759","OPERATIONAL",""
"Amora Luxury Farms | Premium Wedding and Event Venue in Faridabad","096500 78797","Amora Garden, Gopi Chand Chowk, Sector 87, Wazirpur Road, Mata Amritanandamayi Marg, beside Firewater, near Amrita Hospital Road, Jeevan Nagar, Nandmayi Marg, Neharpar Faridabad, Faridabad, Haryana 121014, India","DAY","Third Party","","Delhi","Delhi","4.3","6","true","28.4298507","77.3476565","OPERATIONAL",""
"Turbo Track | Go-Karting Venue","092666 88435","near Heritage Xperiential International School, Balola, Gurugram, Haryana 122102, India","DAY","Third Party","","Delhi","Delhi","4.8","1063","false","28.4173031","77.1227376","OPERATIONAL","https://turbotrack.org/"
"The Cake Venue","084478 85667","C 1, Block C, Green Park Extension, Green Park, New Delhi, Delhi 110016, India","DAY","Third Party","","Delhi","Delhi","4.9","197","true","28.5591236","77.2065971","OPERATIONAL","https://cakevenue.lovable.app/"
"HLRS Venue","","D-60, South Extension I, Block D, New Delhi, Delhi 110049, India","DAY","Third Party","","Delhi","Delhi","5","2","true","28.5724273","77.2207559","OPERATIONAL",""
"OAK TREE by Golden Plate | Wedding Venue | Luxury Banquet Hall in Meerut","074569 89999","RAF HQ Road,NH-58, Ved Vyas Puri, 37/3, NH58, near Ansal Sushant City, Kunda, Partapur, Meerut, Jharli, Uttar Pradesh 250002, India","DAY","Third Party","","Delhi","Delhi","3.9","521","true","28.9406198","77.6425222","OPERATIONAL","https://sites.google.com/view/luxury-wedding-venue-in-meerut/home"
"Signals Vatika","","H5G4+FH6, Rao Tularam Marg, Subroto Park, New Delhi, Delhi 110010, India","DAY","Third Party","","Delhi","Delhi","4.4","873","","28.5761575","77.15639999999999","OPERATIONAL",""
"FNP Venues | By Ferns N Petals","078278 12345","FNP Estate, Near RC Kochar Farmhouse, Mandi Rd, Gadaipur, Jaunapur, New Delhi, Delhi 110047, India","DAY","Third Party","","Delhi","Delhi","4.2","55","true","28.4686816","77.15392349999999","OPERATIONAL","https://www.fnpvenues.com/"
"Maharana pratap wedding venue","087916 96211","near hanuman mandir, Dahar, Uttar Pradesh 250344, India","DAY","Third Party","","Delhi","Delhi","5","1","true","29.1469206","77.5368628","OPERATIONAL",""
"Wedding Venue - DEV PALACE","","bus stand, 182, Kanjhawala Rd, Sukhbeer Nagar, Sukhbir Nagar, Rohini, Delhi, 110081, India","DAY","Third Party","","Delhi","Delhi","4.2","39","true","28.7280324","77.0479929","OPERATIONAL",""
"Indian Chillies Restaurant Best Banquet Hall in Modinagar Best Wedding Venue in Modinagar","099977 61232","Near, Shikhera Rd, opp. Umesh Park, Modinagar, Uttar Pradesh 201204, India","DAY","Third Party","","Delhi","Delhi","3.7","711","true","28.8164072","77.55478289999999","OPERATIONAL","https://indian-chillies.vercel.app/"
"SABHY GRAND (The Party Venue)","","J32G+3CJ, near Jyoti bakery, Kali Nagar, Mahavir Enclave I, Mahavir Enclave Part 1, Mahavir Enclave, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","3.9","17","true","28.6002101","77.0760165","OPERATIONAL",""
"PN Farmhouse & Catering – Party Venue & Events","","Jalebi Chowk, B1789, Block B, Shastri Nagar, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","","","true","28.6775304","77.1802613","OPERATIONAL",""
"Wedlock Farms - Events Venue - Four-Bedroom House","","Sector 77, Gurugram, Haryana 122012, India","DAY","Third Party","","Delhi","Delhi","","","","28.3866901","76.9820099","OPERATIONAL","https://www.freecancellations.com/search/F2ZyS1AATXdRDVVVDVlSEgtYDUs3EAdE?lat=28.38669&lng=76.98201&language=en"
"Sunrize Marriage & Party Hall","098111 46613","P673+MHJ Dheer pur, Om Mandir Marg, Nirankari Colony, Mukherjee Nagar, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.1","2721","true","28.7142131","77.20388659999999","OPERATIONAL",""
"Subhash Vatika Marriage hall","075091 46802","Elaichipur, 60, foota road, near siddha baba mandir, Ram Park, Ghaziabad, Uttar Pradesh 201102, India","DAY","Third Party","","Delhi","Delhi","4.9","11","true","28.7620479","77.2609403","OPERATIONAL",""
"Exotic Garden Farm house | Banquet hall & Marriage hall in Ghaziabad","097168 36185","Canal Cut, Kanawani Village, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","4.1","413","true","28.65376819999999","77.38697839999999","OPERATIONAL",""
"Celebration Garden","080000 13333","Piller No 202, Plot No 1, near Kalindi Kunj Metro Station, Pocket N, Madanpur Khadar, New Delhi, Delhi 110020, India","DAY","Third Party","","Delhi","Delhi","4.2","577","true","28.5401971","77.3078002","OPERATIONAL","https://celebrationgarden.in/"
"Krisha Garden - (MARRIAGE HALL, PARTY LAWN, FARM HOUSE ) in Greater Noida","098100 04803","Plot A1, opp. Unitech Verve, near GNIDA Office, Sector pi1, Parsvnath Privilege, Pi I & II, Greater Noida, Jaitpur Baishpur, Uttar Pradesh 201310, India","DAY","Third Party","","Delhi","Delhi","4.3","300","true","28.4830677","77.5385778","OPERATIONAL","https://krishagarden.com/"
